student_id,age,program,semester,gpa,attendance,assignments_completion,stress_level,sleep_hours,mental_wellbeing,productivity_score,distractions,career_clarity,skill_readiness,engagement_score,APS,WWS,PTMS,CRS,SRI,Risk_Category
S0435,19,B.Tech,5,8.65,73,52,4,7,9,7,8,6,2,48,75.55000000000001,72.0,45.0,40.0,59.665000000000006,Yellow
S0436,18,BCA,6,7.12,68,68,6,4,8,5,8,10,9,87,69.6,52.0,35.0,95.0,64.63,Yellow
S0437,19,B.Tech,1,6.5,85,72,8,6,10,5,1,4,2,52,72.4,56.0,70.0,30.0,57.22,Yellow
S0438,24,MBA,1,6.54,88,78,5,5,10,7,7,1,2,83,74.7,65.0,50.0,15.0,52.41,Yellow
S0439,23,MBA,5,8.48,59,79,3,6,1,9,2,7,6,94,75.9,49.0,85.0,65.0,68.27,Blue
S0440,19,B.Sc,5,8.58,74,88,6,7,2,9,1,2,7,41,82.69999999999999,43.0,90.0,45.0,64.81,Yellow
S0441,20,MBA,3,5.96,67,93,4,4,6,9,3,9,7,53,68.5,54.0,80.0,80.0,70.05,Blue
S0442,23,MBA,7,9.17,68,96,9,7,10,6,4,3,9,63,85.45,55.0,60.0,60.0,66.385,Blue
S0443,19,BCA,1,8.43,85,74,3,4,5,10,6,8,6,82,82.45,55.0,70.0,70.0,69.985,Blue
S0444,24,B.Tech,6,7.7,59,86,4,8,9,6,10,8,8,37,73.4,75.0,30.0,80.0,66.77,Blue
S0445,23,B.Tech,4,7.26,82,96,7,5,5,3,5,3,6,47,80.1,42.0,40.0,45.0,53.78,Yellow
S0446,24,BCA,6,7.61,99,57,7,8,2,1,4,4,2,86,79.15,42.0,35.0,30.0,48.745000000000005,Red
S0447,19,B.Sc,2,5.76,54,91,4,8,10,7,8,2,1,34,63.2,78.0,45.0,15.0,51.21,Yellow
S0448,24,B.Tech,2,5.98,96,65,6,7,4,4,4,4,5,55,71.7,49.0,50.0,45.0,55.010000000000005,Yellow
S0449,20,MBA,5,5.44,98,57,3,5,9,1,10,9,9,59,68.0,70.0,5.0,90.0,61.4,Yellow
S0450,19,B.Tech,3,5.74,84,50,6,4,1,8,2,2,8,83,63.900000000000006,31.0,80.0,50.0,55.42,Yellow
S0451,19,MBA,2,7.18,93,93,2,4,1,6,3,3,4,42,82.4,47.0,65.0,35.0,58.22,Yellow
S0452,19,B.Sc,1,7.55,83,54,8,6,7,6,6,4,5,58,73.45,47.0,50.0,45.0,55.035,Yellow
S0453,18,BCA,6,5.09,82,52,2,4,3,2,8,5,5,32,60.449999999999996,53.0,20.0,50.0,47.885,Red
S0454,18,B.Tech,6,8.82,70,50,7,7,10,1,8,1,6,87,75.1,63.0,15.0,35.0,50.03,Yellow
S0455,18,BCA,5,6.41,66,53,9,8,2,2,9,7,3,31,62.449999999999996,34.0,15.0,50.0,42.735,Red
S0456,20,B.Tech,7,9.38,71,89,1,8,9,4,7,10,5,57,86.0,87.0,35.0,75.0,73.3,Blue
S0457,23,MBA,7,9.64,97,84,8,8,3,2,2,7,2,31,94.1,41.0,50.0,45.0,59.73,Yellow
S0458,24,BCA,4,5.89,86,81,7,5,2,1,8,9,10,36,71.45,33.0,15.0,95.0,56.435,Yellow
S0459,22,B.Tech,5,7.22,64,91,6,4,8,7,7,4,1,55,73.5,52.0,50.0,25.0,51.3,Yellow
S0460,19,MBA,8,5.01,84,83,6,7,10,8,8,6,1,45,66.85,67.0,50.0,35.0,55.55499999999999,Yellow
S0461,24,BCA,4,7.87,77,92,6,5,6,6,3,2,10,52,80.85000000000001,49.0,65.0,60.0,64.505,Yellow
S0462,19,BCA,8,7.92,56,74,9,6,6,4,7,4,7,69,71.2,40.0,35.0,55.0,52.11,Yellow
S0463,20,B.Tech,7,6.19,81,59,2,7,10,6,10,2,2,89,67.05,83.0,30.0,20.0,51.864999999999995,Yellow
S0464,19,B.Tech,5,7.68,60,70,1,7,7,3,9,10,4,61,70.4,78.0,20.0,70.0,62.120000000000005,Yellow
S0465,18,B.Tech,8,6.08,59,95,6,7,7,8,3,5,5,44,67.1,58.0,75.0,50.0,62.129999999999995,Yellow
S0466,22,MBA,5,5.77,58,88,10,8,6,10,10,7,7,42,63.85,42.0,50.0,70.0,57.155,Yellow
S0467,21,B.Tech,5,8.13,63,76,8,7,4,2,6,1,2,34,74.75,41.0,30.0,15.0,42.425,Red
S0468,19,BCA,7,6.56,62,76,3,4,9,5,2,10,6,81,66.6,67.0,65.0,80.0,69.72999999999999,Blue
S0469,24,BCA,4,7.83,74,51,10,7,6,1,2,10,1,70,71.55,39.0,45.0,55.0,53.965,Yellow
S0470,18,B.Tech,4,7.08,51,90,1,8,4,6,5,7,7,82,68.69999999999999,72.0,55.0,70.0,67.11,Blue
S0471,21,B.Tech,5,9.72,84,97,9,7,3,2,5,10,9,79,93.2,34.0,35.0,95.0,67.21000000000001,Blue
S0472,22,B.Sc,2,5.72,56,62,1,6,4,4,7,6,5,44,57.8,66.0,35.0,55.0,54.59,Yellow
S0473,21,BCA,3,7.23,70,58,3,6,3,6,2,6,5,36,68.75,55.0,70.0,55.0,62.125,Yellow
S0474,18,MBA,7,8.27,67,85,8,8,2,10,7,8,4,69,78.44999999999999,38.0,65.0,60.0,61.035,Yellow
S0475,23,B.Sc,3,6.9,52,71,3,4,5,8,5,8,3,57,64.3,55.0,65.0,55.0,59.79,Yellow
S0476,23,B.Tech,3,9.68,91,91,4,4,2,8,6,6,9,61,93.9,42.0,60.0,75.0,69.42,Blue
S0477,21,B.Tech,4,8.47,88,75,8,5,6,6,8,3,5,44,83.75,41.0,40.0,40.0,53.375,Yellow
S0478,20,BCA,4,8.15,90,61,1,8,3,4,10,5,8,99,79.95,69.0,20.0,65.0,61.485,Yellow
S0479,24,B.Tech,2,8.63,98,66,6,7,6,8,4,2,9,94,85.75000000000001,55.0,70.0,55.0,67.22500000000001,Blue
S0480,24,MBA,3,9.57,60,63,1,8,10,8,7,5,5,33,78.44999999999999,90.0,55.0,50.0,69.535,Blue
S0481,21,BCA,3,9.36,88,63,1,5,9,10,6,9,10,40,85.79999999999998,78.0,70.0,95.0,82.99,Green
S0482,19,B.Tech,5,8.48,73,83,8,8,1,1,10,10,9,55,80.9,35.0,5.0,95.0,57.769999999999996,Yellow
S0483,19,BCA,4,8.6,95,69,4,8,6,4,2,1,2,90,85.3,66.0,60.0,15.0,57.84,Yellow
S0484,24,B.Tech,3,5.7,68,60,1,5,9,4,8,10,9,66,60.9,78.0,30.0,95.0,67.52,Blue
S0485,24,B.Tech,6,5.49,53,65,10,4,4,7,10,5,4,52,56.35,24.0,35.0,45.0,41.155,Red
S0486,23,B.Tech,2,7.74,75,80,7,7,2,7,9,6,6,69,77.2,39.0,40.0,60.0,55.91,Yellow
S0487,20,MBA,8,5.09,87,55,5,5,4,8,5,7,6,52,62.55,47.0,65.0,65.0,59.765,Yellow
S0488,18,MBA,6,7.32,91,68,5,6,1,5,10,9,6,45,77.5,41.0,25.0,75.0,57.25,Yellow
S0489,19,BCA,6,6.01,81,86,1,4,3,7,4,6,2,90,71.55,57.0,65.0,40.0,58.715,Yellow
S0490,24,B.Tech,8,6.66,88,53,10,6,10,8,6,5,7,97,70.3,48.0,60.0,60.0,60.09,Yellow
S0491,23,B.Tech,7,8.72,94,96,6,4,9,9,8,7,6,60,91.0,55.0,55.0,65.0,68.3,Blue
S0492,22,MBA,7,9.52,95,53,9,7,10,3,3,1,1,82,86.69999999999999,55.0,50.0,10.0,52.25999999999999,Yellow
S0493,23,B.Tech,2,5.35,85,69,9,7,5,3,10,5,2,54,66.05,40.0,15.0,35.0,41.565,Red
S0494,19,MBA,6,7.56,89,59,8,8,6,4,1,2,7,73,76.3,50.0,65.0,45.0,59.64,Yellow
S0495,19,B.Tech,3,9.24,86,73,5,6,3,5,4,4,1,41,86.6,47.0,55.0,25.0,54.98,Yellow
S0496,23,BCA,4,5.4,82,84,1,4,5,10,4,7,1,38,68.39999999999999,63.0,80.0,40.0,62.269999999999996,Yellow
S0497,18,B.Tech,2,8.96,85,75,9,7,8,1,1,5,1,41,85.30000000000001,49.0,50.0,30.0,55.34,Yellow
S0498,21,B.Tech,5,6.72,52,86,1,5,6,7,9,6,8,98,66.4,69.0,40.0,70.0,62.67,Yellow
S0499,19,B.Sc,8,6.55,58,87,8,7,4,9,3,2,4,83,67.55,41.0,80.0,30.0,54.015,Yellow
S0500,23,MBA,6,9.69,57,70,5,5,2,8,5,3,4,83,79.55,41.0,65.0,35.0,55.864999999999995,Yellow
